0,51.809999999999995
1,51.809999999999995
2,31.4438647535217
3,20.211074420837395
4,16.741833463629515
5,15.361373032299532
6,14.996976999407707
7,13.943824840227713
8,12.833045022382985
9,12.627376876823318
10,12.589296075013271
11,12.582245165585611
12,12.580939643606184
13,12.580697917676185
14,12.58065316053984
15,12.580644873463422
16,12.580643339057048
17,12.58064305495167
18,12.580643002347703
19,12.58064299260773
20,12.580642990804316
21,12.580642990470398
22,12.580642990408576
23,12.580642990397124
24,12.580642990395013
25,12.58064299039461
26,12.580642990394542
27,12.580642990394526
28,12.580642990394526
29,12.580642990394526
30,12.580642990394526
31,12.580642990394526
32,12.580642990394526
33,12.580642990394526
34,12.580642990394526
35,12.580642990394526
36,12.580642990394526
37,12.580642990394526
38,12.580642990394526
39,12.580642990394526
40,12.580642990394526
41,12.580642990394526
42,12.580642990394526
43,12.580642990394526
44,12.580642990394526
45,12.580642990394526
46,12.580642990394526
47,12.580642990394526
48,12.580642990394526
49,12.580642990394526
50,12.580642990394526
51,12.580642990394526
52,12.580642990394526
53,12.580642990394526
54,12.580642990394526
55,12.580642990394526
56,12.580642990394526
57,12.580642990394526
58,12.580642990394526
59,12.580642990394526
60,12.580642990394526
61,12.580642990394526
62,12.580642990394526
63,12.580642990394526
64,12.580642990394526
65,12.580642990394526
66,12.580642990394526
67,12.580642990394526
68,12.580642990394526
69,12.580642990394526
70,12.580642990394526
71,12.580642990394526
72,12.580642990394526
73,12.580642990394526
74,12.580642990394526
75,12.580642990394526
76,12.580642990394526
77,12.580642990394526
78,12.580642990394526
79,12.580642990394526
80,12.580642990394526
81,12.580642990394526
82,12.580642990394526
83,12.580642990394526
84,12.580642990394526
85,12.580642990394526
86,12.580642990394526
87,12.580642990394526
88,12.580642990394526
89,12.580642990394526
